,id,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,butter type,weight,diameter,mixins,crunch factor,aesthetic appeal
219,220,0.1,3.1,860,5.0,12.0,0.9958,8.54,0.6,11.2,4,cubed,15.0,7,"chocolate, oats, peanut butter",1.89,3
220,221,0.36,1.3,360,40.0,117.0,0.9934,8.27,0.95,9.5,9,melted,13.8,7,"chocolate, oats",1.0,3
221,222,0.06,2.0,600,4.0,11.0,0.99592,8.53,0.64,10.9,4,cubed,13.6,7,"raisins, oats",1.85,3
222,223,0.24,8.5,550,45.0,151.0,0.99626,8.2,0.52,9.2,7,melted,14.4,7,"nuts, chocolate",1.95,3
223,224,0.33,10.7,360,27.0,98.0,0.99521,8.34,0.52,10.2,8,melted,12.2,7,raisins,1.75,3
224,225,0.32,5.6,390,15.0,68.0,0.99163,7.96,0.52,11.1,8,melted,13.2,7,chocolate,1.58,3
225,226,0.49,2.6,940,38.0,106.0,0.9982,8.08,0.59,9.1,5,cubed,18.2,7,"nuts, chocolate",1.06,3
226,227,0.34,5.1,620,8.0,22.0,0.9974,8.22,0.94,10.9,6,cubed,16.4,7,chocolate,1.95,3
227,228,0.0,4.1,950,5.0,14.0,0.99854,8.36,0.53,9.6,5,cubed,16.2,7,"chocolate, peanut butter",1.49,3
228,229,0.25,10.6,390,32.0,120.0,0.9962,8.31,0.34,10.1,8,melted,13.0,7,chocolate,1.86,3
229,230,0.25,19.1,450,50.0,208.0,1.00051,8.05,0.5,9.2,8,melted,16.0,7,chocolate,1.5,3
230,231,0.06,2.5,790,5.0,10.0,0.9967,8.39,0.56,9.8,5,cubed,15.2,7,"raisins, oats",1.94,3
231,232,0.27,6.6,540,40.0,158.0,0.99378,8.2,0.48,10.3,7,melted,12.6,7,chocolate,1.8,3
232,233,0.41,16.8,840,59.0,222.0,0.9993,8.18,0.58,9.0,7,melted,13.0,7,"nuts, chocolate",1.54,3
233,234,0.14,1.5,740,25.0,168.0,0.9937,8.05,0.51,9.3,7,melted,15.2,7,"nuts, oats, chocolate",1.97,3
234,235,0.91,8.2,340,50.0,199.0,0.99394,8.39,0.49,11.7,8,melted,12.6,7,raisins,1.73,3
235,236,0.31,3.6,360,22.0,91.0,0.99278,8.41,0.5,9.8,8,melted,10.6,7,chocolate,1.45,3
236,237,0.3,13.0,430,46.0,238.0,0.9986,8.06,0.41,8.7,8,melted,14.6,7,chocolate,1.8,3
237,238,0.43,8.9,830,50.0,171.0,0.9965,7.85,0.5,9.0,7,melted,13.0,7,chocolate,1.24,3
238,239,0.36,2.0,290,21.0,63.0,0.99076,8.13,0.63,12.5,8,melted,14.4,7,chocolate,1.37,3
239,240,0.2,17.9,660,36.0,161.0,0.9991,8.14,0.51,8.8,7,melted,12.6,7,raisins,1.8,3
240,241,0.51,1.7,4150,12.0,66.0,0.99623,8.0,1.17,9.2,5,cubed,17.4,7,"nuts, oats",1.86,3
241,242,0.32,7.4,1750,47.0,159.0,0.9952,8.19,0.5,9.4,8,melted,12.0,7,raisins,1.33,3
242,243,0.26,1.4,390,30.0,104.0,0.98998,8.32,0.41,12.4,8,melted,12.0,7,"chocolate, oats",1.09,3
243,244,0.24,2.7,920,14.0,44.0,0.998,8.12,0.74,10.0,6,cubed,19.0,7,"nuts, chocolate",1.14,3
244,245,0.08,2.1,710,16.0,24.0,0.99376,8.56,0.77,11.1,6,cubed,11.8,7,"nuts, oats, chocolate",1.93,3
245,246,0.29,15.4,730,56.0,173.0,0.9984,8.06,0.41,8.7,8,melted,13.6,7,chocolate,1.99,3
246,247,0.1,3.5,440,17.0,63.0,0.9937,8.01,0.39,9.2,7,melted,14.0,7,raisins,1.26,3
247,248,0.25,7.8,310,24.0,116.0,0.99241,8.39,0.4,11.3,8,melted,10.0,7,raisins,1.56,3
248,249,0.3,0.9,190,4.0,28.0,0.98931,8.2,0.36,12.0,8,melted,14.2,7,chocolate,1.32,3
249,250,0.36,15.7,500,29.0,124.0,0.9968,8.06,0.54,10.4,7,melted,15.0,7,chocolate,1.1,3
250,251,0.49,2.5,970,33.0,85.0,0.9962,8.39,0.77,11.4,6,cubed,14.0,7,raisins,2.0,3
251,252,0.27,11.6,280,22.0,97.0,0.99314,7.96,0.38,11.7,8,melted,13.6,7,raisins,1.92,3
252,253,0.18,7.0,880,27.0,94.0,0.99915,8.38,0.77,9.4,5,cubed,15.0,7,"nuts, oats, chocolate",1.23,3
253,254,0.3,3.5,330,27.0,135.0,0.9906,8.0,0.37,12.0,8,melted,13.6,7,"nuts, chocolate",1.46,3
254,255,0.28,14.7,510,29.0,149.0,0.99792,7.96,0.39,9.0,9,melted,14.0,7,"chocolate, oats",1.84,3
255,256,0.24,11.9,400,54.0,159.0,0.99622,8.14,0.54,9.8,8,melted,13.2,7,"nuts, chocolate",1.57,3
256,257,0.29,13.3,390,49.0,130.0,0.9952,8.33,0.46,11.0,10,melted,12.4,7,chocolate,1.08,3
257,258,0.45,1.8,500,17.0,114.0,0.9948,8.33,0.49,10.7,9,melted,15.8,7,"chocolate, oats",1.08,3
258,259,0.39,2.2,1060,8.0,32.0,0.9986,7.89,0.5,9.6,5,cubed,21.4,7,"nuts, chocolate",1.02,3
259,260,0.34,1.7,380,85.0,153.0,0.9909,8.33,0.86,12.0,9,melted,12.4,7,"chocolate, oats",1.64,3
260,261,0.15,3.0,640,12.0,27.0,0.9929,8.33,0.59,12.8,6,cubed,13.0,7,"nuts,raisins",1.5,3
261,262,0.41,2.0,270,14.0,79.0,0.99063,8.27,0.63,12.4,8,melted,13.2,7,raisins,1.55,3
262,263,0.27,15.5,500,25.0,135.0,0.9984,7.9,0.43,8.7,9,melted,14.8,7,"chocolate, oats",1.07,3
263,264,0.39,1.9,540,6.0,17.0,0.9976,8.17,0.47,10.0,5,cubed,20.4,7,"nuts, oats, chocolate",1.12,3
264,265,0.08,2.1,710,16.0,24.0,0.99376,8.56,0.77,11.1,6,cubed,11.8,7,"nuts, oats, chocolate",1.42,3
265,266,0.32,1.2,360,7.0,89.0,0.99111,8.26,0.48,11.0,7,melted,11.4,7,"chocolate, oats",1.48,3
266,267,0.35,1.6,390,24.0,147.0,0.9935,7.96,0.36,10.0,7,melted,17.0,7,"chocolate, oats",1.62,3
267,268,0.41,13.6,500,41.0,178.0,0.9988,8.37,0.43,9.7,7,melted,14.6,7,chocolate,1.78,3
268,269,0.28,1.2,400,31.0,111.0,0.99174,8.18,0.53,11.1,7,melted,14.2,7,chocolate,1.73,3
269,270,0.27,2.3,420,19.0,120.0,0.98952,8.32,0.41,12.7,9,melted,12.0,7,raisins,1.0,3
270,271,0.34,2.3,940,10.0,45.0,0.99864,8.24,0.6,9.7,7,cubed,19.6,7,"nuts,raisins",1.43,3
271,272,0.32,1.6,530,47.0,150.0,0.9948,8.29,0.76,9.6,8,melted,15.8,7,"chocolate, oats",1.15,3
272,273,0.47,4.1,410,95.0,163.0,0.99184,7.92,0.59,11.3,8,melted,15.0,7,chocolate,1.7,3
273,274,0.24,2.3,340,25.0,133.0,0.9906,8.34,0.59,12.0,9,melted,12.2,7,raisins,1.15,3
274,275,0.19,1.8,1040,12.0,47.0,0.9964,8.19,0.93,9.5,5,cubed,15.6,7,"nuts,raisins",1.42,3
275,276,0.4,1.2,270,36.0,121.0,0.992,8.12,0.38,10.7,8,melted,16.4,7,chocolate,1.93,3
276,277,0.24,2.1,340,49.0,121.0,0.98882,7.98,0.43,13.2,9,melted,13.8,7,chocolate,1.79,3
277,278,0.04,1.3,580,25.0,133.0,0.99271,8.17,0.39,10.2,6,melted,13.6,7,"nuts, oats, chocolate",1.26,3
278,279,0.27,1.7,300,31.0,103.0,0.98892,8.35,0.37,12.9,8,melted,11.2,7,"chocolate, oats",1.37,3
279,280,0.34,15.4,500,38.0,174.0,0.9983,8.03,0.42,9.0,8,melted,14.6,7,chocolate,1.4,3
280,281,0.33,4.8,430,45.0,114.0,0.992,8.18,0.44,11.2,8,melted,13.0,7,"chocolate, oats",1.11,3
281,282,0.4,1.9,280,32.0,138.0,0.9914,8.26,0.72,11.7,7,melted,12.2,7,chocolate,1.87,3
282,283,0.12,4.8,540,6.0,97.0,0.99424,8.16,0.5,9.3,7,melted,12.4,7,raisins,1.07,3
283,284,0.09,2.8,840,18.0,49.0,0.9994,8.43,0.72,11.1,6,cubed,16.2,7,"nuts, oats",1.17,3
284,285,0.24,11.2,310,41.0,167.0,0.9948,8.12,0.43,11.3,9,melted,15.4,7,"nuts, chocolate",1.35,3
285,286,0.28,2.4,560,49.0,159.0,0.9944,8.02,0.47,8.8,10,melted,13.8,7,chocolate,1.79,3
286,287,0.42,1.1,510,61.0,197.0,0.9932,8.02,0.4,9.0,7,melted,12.0,7,"nuts, chocolate",1.7,3
287,288,0.32,1.7,350,39.0,84.0,0.99096,8.59,0.48,12.7,9,melted,13.2,7,"nuts, chocolate",1.49,3
288,289,0.49,4.2,950,10.0,23.0,1.00315,7.92,0.74,11.1,5,cubed,31.2,7,"nuts, oats, chocolate",1.26,3
289,290,0.49,1.5,510,18.0,87.0,0.9928,8.3,0.46,9.6,7,melted,12.2,7,chocolate,1.26,3
290,291,0.27,4.4,550,17.0,135.0,0.9925,8.23,0.44,12.2,8,melted,12.8,7,raisins,1.75,3
291,292,0.0,1.9,970,14.0,38.0,0.99675,8.37,0.58,9.0,6,cubed,14.4,7,"nuts, oats, chocolate",1.03,3
292,293,0.01,1.6,480,26.0,60.0,0.99084,8.7,0.75,14.0,6,cubed,10.0,7,raisins,1.34,3
293,294,0.33,3.5,360,23.0,92.0,0.99136,8.18,0.38,11.2,8,melted,13.0,7,raisins,1.27,3
294,295,0.19,3.2,330,28.0,124.0,0.9904,8.22,0.54,12.7,9,melted,12.8,7,"nuts, chocolate",1.35,3
295,296,0.34,9.9,380,30.0,133.0,0.9954,8.11,0.44,9.8,7,melted,13.0,7,chocolate,1.55,3
296,297,0.28,1.5,370,12.0,119.0,0.9919,8.32,0.51,10.4,9,melted,12.8,7,raisins,1.78,3
297,298,0.02,2.0,730,9.0,18.0,0.9968,8.36,0.57,9.5,7,cubed,15.6,7,"nuts,raisins",1.83,3
298,299,0.31,2.0,560,15.0,29.0,0.99472,8.23,0.76,11.3,8,cubed,14.4,7,raisins,1.62,3
299,300,0.26,14.8,530,44.0,95.0,0.99676,8.2,0.35,9.8,8,melted,13.4,7,"chocolate, oats",1.12,3
300,301,0.26,7.4,520,45.0,128.0,0.99388,8.16,0.37,10.0,8,melted,13.2,7,"chocolate, oats",1.42,3
301,302,0.49,2.0,2700,23.0,110.0,0.9972,8.12,1.02,9.3,5,cubed,17.8,7,"nuts, oats, chocolate",1.31,3
302,303,0.32,7.4,150,47.0,124.0,0.99278,7.99,0.39,11.0,8,melted,15.6,7,"chocolate, oats",1.99,3
303,304,0.32,5.2,430,18.0,104.0,0.9952,8.24,0.45,10.7,6,melted,14.6,7,"nuts, chocolate",1.2,3
304,305,0.09,1.8,740,4.0,25.0,0.99534,8.38,0.45,9.6,5,cubed,13.6,7,"chocolate, peanut butter",1.41,3
305,306,0.38,2.6,660,29.0,56.0,0.99577,8.15,0.79,12.1,7,cubed,21.4,7,"nuts,raisins",1.59,3
306,307,0.53,2.6,700,5.0,16.0,0.9972,8.15,0.65,11.0,8,cubed,21.4,7,raisins,1.51,3
307,308,0.29,1.0,420,35.0,101.0,0.99044,8.36,0.48,11.4,9,melted,11.6,7,chocolate,1.17,3
308,309,0.32,4.8,560,39.0,113.0,0.99393,8.11,0.52,10.2,9,melted,15.0,7,chocolate,1.54,3
309,310,0.36,1.9,650,5.0,10.0,0.99419,8.27,0.54,11.2,7,cubed,15.8,7,raisins,1.26,3
310,311,0.26,7.7,530,20.0,103.0,0.9925,8.27,0.45,12.2,8,melted,10.4,7,raisins,1.82,3
311,312,0.08,2.4,920,10.0,41.0,0.9974,8.24,0.71,9.8,6,cubed,15.6,7,"nuts, oats",1.1,3
312,313,0.37,1.6,870,27.0,177.0,0.99438,8.09,0.5,9.8,7,melted,15.2,7,raisins,1.49,3
313,314,0.0,2.0,1660,4.0,11.0,0.99608,8.39,0.52,10.0,5,cubed,14.4,7,"chocolate, peanut butter",1.36,3
314,315,0.34,2.5,800,26.0,86.0,0.9987,8.38,0.62,9.5,6,cubed,18.0,7,"nuts, chocolate",1.18,3
315,316,0.24,1.6,260,26.0,189.0,0.991,8.08,0.74,12.1,9,melted,15.6,7,chocolate,1.51,3
316,317,0.29,5.5,420,44.0,189.0,0.99304,8.19,0.47,10.3,8,melted,12.6,7,"chocolate, oats",1.57,3
317,318,0.42,14.6,440,45.0,163.0,1.0003,8.21,0.69,8.6,9,melted,16.0,7,chocolate,1.42,3
318,319,0.27,9.8,550,74.0,134.0,0.99534,8.16,0.4,10.2,8,melted,12.2,7,chocolate,1.0,3
319,320,0.3,1.2,360,42.0,107.0,0.991,8.34,0.56,10.8,9,melted,12.2,7,chocolate,1.86,3
320,321,0.45,2.0,820,6.0,15.0,0.9988,7.94,0.66,9.2,6,cubed,22.6,7,raisins,1.04,3
321,322,0.14,1.3,360,69.0,168.0,0.99212,8.47,0.46,10.4667,7,melted,9.8,7,raisins,1.08,3
322,323,0.42,8.5,480,10.0,147.0,0.9974,8.32,0.46,9.5,8,melted,13.8,7,"nuts, chocolate",1.33,3
323,324,0.28,2.7,1000,18.0,95.0,0.9966,8.22,0.67,9.4,5,cubed,15.6,7,"nuts, chocolate",1.09,3
324,325,0.34,1.2,420,18.0,167.0,0.99366,8.24,0.39,10.6,7,melted,16.4,7,"nuts,raisins",1.84,3
325,326,0.26,2.0,800,31.0,131.0,0.99622,8.21,0.52,9.9,5,cubed,15.6,7,"nuts, oats, chocolate",1.76,3
326,327,0.81,1.2,2170,14.0,74.0,0.9936,8.08,0.53,9.5,7,melted,13.0,7,raisins,1.46,3
327,328,0.34,1.4,400,25.0,184.0,0.99216,8.29,0.46,10.7,7,melted,13.0,7,chocolate,1.16,3
328,329,0.22,5.1,480,38.0,168.0,0.9945,8.34,0.49,10.4,8,melted,14.0,7,chocolate,1.52,3
329,330,0.45,5.4,300,15.0,118.0,0.9954,8.14,0.34,9.6,7,melted,16.4,7,"nuts, oats, chocolate",1.43,3
330,331,0.31,3.0,860,23.0,81.0,1.0002,8.48,0.74,11.6,6,cubed,17.4,7,"nuts, oats, chocolate",1.31,3
331,332,0.38,10.5,310,53.0,140.0,0.99321,8.34,0.46,11.7,8,melted,10.6,7,raisins,1.38,3
332,333,0.35,1.7,540,7.0,15.0,0.99458,8.32,0.8,11.9,7,cubed,15.8,7,chocolate,1.36,3
333,334,0.3,1.1,280,34.0,95.0,0.99272,7.83,0.36,10.0,6,melted,17.0,7,"chocolate, oats",1.89,3
334,335,0.39,17.3,520,22.0,126.0,0.99888,8.11,0.47,9.2,8,melted,13.0,7,chocolate,1.7,3
335,336,0.6,2.0,670,12.0,27.0,0.9981,8.11,0.97,10.1,6,cubed,23.0,7,raisins,1.38,3
336,337,0.32,10.7,290,14.0,111.0,0.9958,7.85,0.42,10.6,7,melted,18.8,7,raisins,1.26,3
337,338,0.64,13.2,560,12.0,105.0,0.9972,8.05,0.39,9.2,7,melted,14.2,7,raisins,1.72,3
338,339,0.28,7.5,700,45.0,185.0,0.9966,8.34,0.55,9.4,7,melted,14.0,7,chocolate,1.06,3
339,340,0.49,6.4,370,37.0,161.0,0.9954,8.38,0.53,9.7,8,melted,12.8,7,chocolate,1.74,3
340,341,0.24,1.2,510,31.0,95.0,0.99036,8.24,0.57,11.3,8,melted,12.4,7,chocolate,1.61,3
341,342,0.26,1.7,420,34.0,130.0,0.9925,8.43,0.5,10.7,10,melted,14.0,7,chocolate,1.47,3
342,343,0.34,4.2,260,21.0,77.0,0.9907,8.41,0.45,11.9,8,melted,11.4,7,raisins,1.96,3
343,344,0.15,6.0,730,11.0,54.0,0.999,8.37,0.49,9.9,5,cubed,16.8,7,peanut butter,1.38,3
344,345,0.3,2.1,830,35.0,72.0,0.997,8.44,0.52,9.4,5,cubed,14.4,7,"nuts, chocolate",1.99,3
345,346,0.3,1.5,450,22.0,61.0,0.992,8.31,0.54,10.4,7,melted,12.2,7,chocolate,1.18,3
346,347,0.24,2.1,700,5.0,20.0,0.9966,8.12,0.59,9.9,5,cubed,18.6,7,"nuts, oats",1.45,3
347,348,0.25,3.3,410,26.0,124.0,0.99428,8.18,0.5,9.3,8,melted,13.8,7,raisins,1.52,3
348,349,0.33,1.2,310,38.0,95.0,0.99239,7.83,0.31,10.3,7,melted,17.2,7,chocolate,1.49,3
349,350,0.15,2.1,1020,11.0,32.0,0.99604,8.23,0.48,10.0,5,cubed,15.4,7,peanut butter,1.45,3
350,351,0.5,8.3,530,51.0,202.0,0.9955,8.2,0.51,9.6,8,melted,12.6,7,raisins,1.97,3
351,352,0.36,6.2,510,30.0,173.0,0.9984,8.09,0.53,9.7,7,melted,15.8,7,"nuts,raisins",1.76,3
352,353,0.28,6.1,180,41.0,103.0,0.99122,8.24,0.32,12.2,8,melted,13.0,7,raisins,1.41,3
353,354,0.3,2.5,420,31.0,104.0,0.9911,8.05,0.56,11.3,9,melted,14.6,7,chocolate,1.46,3
354,355,0.17,5.6,360,37.0,127.0,0.99373,8.05,0.57,9.8,8,melted,12.0,7,"chocolate, oats",1.72,3
355,356,0.23,14.9,390,47.0,142.0,0.99705,8.14,0.35,9.7,8,melted,12.6,7,chocolate,1.35,3
356,357,0.34,1.4,350,13.0,102.0,0.9918,8.05,0.74,11.0,7,melted,15.0,7,"chocolate, oats",1.28,3
357,358,0.75,2.8,840,23.0,43.0,0.9986,8.04,0.68,11.4,7,cubed,26.6,7,chocolate,1.86,3
358,359,0.3,1.4,570,33.0,135.0,0.993,8.12,0.5,9.6,8,melted,14.8,7,"chocolate, oats",1.9,3
359,360,0.32,5.0,160,31.0,101.0,0.99186,7.99,0.39,11.0,8,melted,15.6,7,chocolate,1.83,3
360,361,0.23,4.2,380,13.0,95.0,0.98898,7.97,0.7,13.1,8,melted,12.2,7,chocolate,1.96,3
361,362,0.74,13.5,390,46.0,165.0,0.9982,8.02,0.4,8.7,7,melted,14.6,7,raisins,1.52,3
362,363,0.18,2.4,780,15.0,60.0,0.99638,8.31,0.54,9.8,5,cubed,14.6,7,"nuts,raisins",1.08,3
363,364,0.25,2.0,410,30.0,95.0,0.99078,8.27,0.56,11.1,8,melted,12.0,7,chocolate,1.74,3
364,365,0.24,7.2,380,28.0,137.0,0.9952,8.35,0.6,10.4,8,melted,13.2,7,chocolate,1.16,3
365,366,0.28,12.6,480,54.0,136.0,0.99556,8.19,0.37,10.7,8,melted,13.6,7,chocolate,1.13,3
366,367,0.23,14.8,540,28.0,174.0,0.99898,8.18,0.49,9.7,7,melted,15.0,7,"nuts, chocolate",1.96,3
367,368,0.46,1.8,750,6.0,21.0,0.9976,8.25,1.02,10.8,7,cubed,20.8,7,chocolate,1.28,3
368,369,0.3,8.4,510,40.0,167.0,0.99756,8.48,0.62,9.7,7,melted,14.4,7,raisins,1.56,3
369,370,0.47,16.9,520,51.0,188.0,0.99944,8.09,0.62,9.3,7,melted,15.0,7,chocolate,1.18,3
370,371,0.32,2.8,800,29.0,58.0,0.9974,8.31,0.64,10.3,5,cubed,15.6,7,"nuts, chocolate",1.03,3
371,372,0.24,7.2,470,41.0,151.0,0.99604,8.11,0.6,9.2,7,melted,12.8,7,raisins,1.6,3
372,373,0.38,1.8,460,14.0,114.0,0.9925,8.32,0.9,11.7,8,melted,14.2,7,"chocolate, oats",1.9,3
373,374,0.49,8.3,470,54.0,191.0,0.9954,8.23,0.4,10.3,8,melted,13.4,7,chocolate,1.73,3
374,375,0.19,13.7,520,47.0,197.0,0.99865,8.12,0.53,9.0,7,melted,14.4,7,chocolate,1.35,3
375,376,0.26,4.3,380,18.0,97.0,0.99477,8.36,0.46,9.2,7,melted,11.2,7,"chocolate, oats",1.73,3
376,377,0.08,1.8,970,15.0,65.0,0.9959,8.28,0.54,9.2,5,cubed,13.4,7,"nuts,raisins",1.01,3
377,378,0.33,17.85,490,41.5,195.0,1.0,8.06,0.44,9.1,9,melted,14.6,7,chocolate,1.84,3
378,379,0.29,2.8,250,37.0,107.0,0.99159,8.31,0.63,11.3,9,melted,13.4,7,raisins,1.05,3
379,380,0.31,8.8,840,26.0,45.0,0.99824,8.38,0.64,10.1,6,cubed,13.6,7,"nuts, chocolate",1.01,3
380,381,0.34,1.1,460,25.0,80.0,0.992,8.25,0.4,11.3,8,melted,14.4,7,chocolate,1.34,3
381,382,0.33,1.2,420,47.0,121.0,0.99198,8.04,0.68,10.5,9,melted,14.8,7,"chocolate, oats",1.84,3
382,383,0.0,2.6,550,7.0,13.0,0.99639,8.38,0.56,10.8,5,cubed,15.4,7,"nuts, oats, chocolate",1.31,3
383,384,0.38,8.0,420,56.0,187.0,0.99577,8.21,0.46,9.2,7,melted,13.2,7,chocolate,1.13,3
384,385,0.2,1.0,530,26.0,112.0,0.99336,8.32,0.55,9.1,7,melted,13.2,7,raisins,1.94,3
385,386,0.06,2.1,800,8.0,33.0,0.99845,8.68,0.71,9.6,5,cubed,13.8,7,"nuts, oats, chocolate",1.01,3
386,387,0.24,2.5,2260,5.0,15.0,0.9991,8.32,0.6,9.0,6,cubed,17.4,7,"nuts, oats",1.81,3
387,388,0.49,2.7,880,15.0,33.0,0.9982,8.42,0.9,10.0,6,cubed,19.6,7,chocolate,1.23,3
388,389,0.42,1.9,690,9.0,17.0,0.99376,8.21,0.54,12.3,6,cubed,16.4,7,chocolate,1.14,3
389,390,0.32,12.5,350,18.0,156.0,0.99666,7.88,0.36,9.0,8,melted,13.4,7,"chocolate, oats",1.16,3
390,391,0.22,2.3,750,13.0,81.0,0.99688,8.24,0.54,9.5,6,cubed,16.0,7,"nuts, oats",1.07,3
391,392,0.27,4.0,380,37.0,97.0,0.99026,8.2,0.6,12.6,10,melted,13.0,7,raisins,1.42,3
392,393,0.27,1.5,370,20.0,98.0,0.9916,8.46,0.42,11.0,9,melted,12.8,7,"chocolate, oats",1.54,3
393,394,0.55,2.7,810,5.0,16.0,1.0006,7.98,0.54,9.4,5,cubed,26.4,7,raisins,1.84,3
394,395,0.02,2.6,770,11.0,35.0,0.99557,8.36,0.62,10.8,6,cubed,15.0,7,"nuts,raisins",1.31,3
395,396,0.28,10.2,390,29.0,115.0,0.99469,8.11,0.45,10.9,9,melted,13.4,7,"chocolate, oats",1.87,3
396,397,0.27,15.5,360,31.0,134.0,0.99408,8.19,0.44,13.0,9,melted,12.0,7,chocolate,1.38,3
397,398,0.37,1.9,720,48.0,159.0,0.9949,8.37,0.7,10.9,8,melted,16.2,7,chocolate,1.04,3
398,399,0.28,11.25,320,31.0,87.0,0.9922,8.02,0.38,12.4,8,melted,13.0,7,"nuts, chocolate",1.4,3
399,400,0.56,0.9,410,46.0,141.0,0.99119,8.16,0.62,9.7,7,melted,10.6,7,chocolate,1.15,3
400,401,0.48,1.7,570,31.0,98.0,0.9943,8.15,0.41,10.3,8,melted,16.6,7,"chocolate, oats",1.59,3
401,402,0.32,9.9,450,41.0,128.0,0.99636,8.18,0.52,9.6,8,melted,13.0,7,chocolate,1.92,3
402,403,0.46,6.2,660,41.0,187.0,0.99362,8.19,0.42,9.73333,7,melted,10.4,7,chocolate,1.08,3
403,404,0.32,1.1,340,24.0,110.0,0.9898,8.36,0.4,12.5,8,melted,12.2,7,chocolate,1.18,3
404,405,0.3,2.3,480,40.0,150.0,0.98944,8.29,0.46,12.2,8,melted,10.2,7,raisins,1.79,3
405,406,0.28,7.9,570,21.0,82.0,0.99425,8.26,0.36,10.0,8,melted,12.8,7,"chocolate, oats",1.76,3
406,407,0.2,1.8,310,49.0,159.0,0.9919,8.41,0.53,11.0,8,melted,12.0,7,raisins,1.18,3
407,408,0.08,2.6,560,3.0,7.0,0.99286,8.22,0.37,13.0,5,cubed,16.0,7,"nuts, oats, chocolate",1.08,3
408,409,0.0,1.4,650,24.0,33.0,0.9954,8.27,0.55,9.7,5,cubed,17.4,7,"chocolate, peanut butter",1.01,3
409,410,0.49,1.3,370,27.0,104.0,0.9924,8.23,0.57,10.6,8,melted,14.4,7,"chocolate, oats",1.59,3
410,411,0.1,2.0,760,30.0,47.0,0.99554,8.36,0.48,9.4,6,cubed,13.0,7,"nuts, chocolate",1.9,3
411,412,0.33,2.0,450,31.0,101.0,0.9931,8.42,0.55,11.4,7,melted,14.8,7,chocolate,1.54,3
412,413,0.3,1.8,330,16.0,91.0,0.9906,8.28,0.4,11.8,8,melted,12.6,7,chocolate,1.92,3
413,414,0.49,1.4,1420,52.0,148.0,0.9937,8.08,0.49,9.0,8,melted,13.6,7,chocolate,1.41,3
414,415,0.3,12.8,620,19.0,171.0,0.99808,8.0,0.52,9.0,9,melted,13.6,7,"chocolate, oats",1.51,3
415,416,0.31,2.1,460,28.0,208.0,0.99434,8.23,0.64,9.8,7,melted,15.6,7,chocolate,1.29,3
416,417,0.25,1.8,1030,13.0,50.0,0.9957,8.38,0.55,9.2,5,cubed,10.4,7,raisins,1.49,3
417,418,0.33,12.2,330,25.0,97.0,0.99356,8.17,0.42,11.3,9,melted,12.0,7,chocolate,1.92,3
418,419,0.3,16.0,360,58.0,201.0,0.99954,8.3,0.67,9.0,7,melted,14.2,7,chocolate,1.4,3
419,420,0.02,1.6,310,24.0,104.0,0.9896,8.44,0.35,12.2,8,melted,10.4,7,raisins,1.13,3
420,421,0.21,1.6,360,24.0,119.0,0.99396,8.18,0.52,10.1,8,melted,16.2,7,"chocolate, oats",1.51,3
421,422,0.49,1.5,520,34.0,134.0,0.9924,7.99,0.61,9.8,8,melted,12.6,7,chocolate,1.9,3
422,423,0.29,7.6,250,35.0,124.0,0.99162,8.15,0.65,12.8,9,melted,14.0,7,raisins,1.41,3
423,424,0.32,1.2,400,26.0,117.0,0.993,8.21,0.56,10.8,7,melted,15.4,7,chocolate,1.85,3
424,425,0.41,14.2,390,47.0,129.0,0.99678,8.28,0.72,10.3,9,melted,13.0,7,"chocolate, oats",1.21,3
425,426,0.53,2.2,600,3.0,10.0,0.99572,8.02,0.83,10.9,7,cubed,22.2,7,raisins,1.98,3
426,427,0.17,13.9,470,49.0,162.0,0.9983,8.21,0.51,9.0,8,melted,13.6,7,chocolate,1.97,3
427,428,0.26,13.5,600,50.0,156.0,0.99784,8.39,0.46,9.9,8,melted,13.4,7,chocolate,1.69,3
428,429,0.36,1.4,560,21.0,153.0,0.993,8.2,0.53,10.4,8,melted,15.6,7,chocolate,1.6,3
429,430,0.51,2.6,450,26.0,159.0,0.99126,8.0,0.5,11.2,8,melted,15.4,7,chocolate,2.0,3
430,431,0.74,12.5,370,47.0,156.0,0.9981,8.04,0.44,8.7,7,melted,14.4,7,chocolate,1.76,3
431,432,0.11,2.3,840,12.0,31.0,0.9979,8.4,0.48,9.9,5,cubed,17.2,7,"chocolate, peanut butter",1.29,3
432,433,0.19,2.1,810,15.0,105.0,0.9962,8.33,0.54,9.5,5,cubed,15.6,7,"nuts,raisins",1.22,3
433,434,0.03,1.2,640,29.0,120.0,0.9934,8.22,0.54,9.1,7,melted,12.4,7,raisins,1.02,3
434,435,0.5,2.0,3370,27.0,81.0,0.9964,8.04,1.61,9.5,6,cubed,17.8,7,"nuts,raisins",1.14,3
435,436,0.26,9.5,590,32.0,178.0,0.9955,8.04,0.43,10.9,8,melted,15.6,7,"nuts, chocolate",1.93,3
436,437,0.36,7.4,370,36.0,156.0,0.99592,8.19,0.54,10.6,8,melted,16.2,7,raisins,1.81,3
437,438,0.29,2.1,480,33.0,142.0,0.98956,8.22,0.46,12.9,9,melted,12.6,7,raisins,1.01,3
438,439,0.29,6.2,460,29.0,227.0,0.9952,8.29,0.53,10.1,8,melted,12.6,7,raisins,1.58,3
